"product_id","product_category"
"733","Lain-lain"
"734","Makanan"
"735","Makanan"
"736","Makanan"
"737","Makanan"
"738","Lain-lain"
"739","Makanan Kering"
"740","Makanan"
"741","Makanan"
"742","Lain-lain"
"743","Makanan"
"744","Makanan Kering"
"745","Lain-lain"
"746","Lain-lain"
"747","Makanan"
"748","Pakaian"
"749","Makanan Kering"
"750","Lain-lain"
"751","Makanan"
"752","Lain-lain"
"753","Lain-lain"
"754","Lain-lain"
"755","Makanan"
"756","Pakaian"
"757","Lain-lain"
"758","Lain-lain"
"759","Makanan"
"760","Bahan Mentah"
"761","Makanan"
"762","Makanan Kering"
"763","Lain-lain"
"764","Lain-lain"
"765","Lain-lain"
"766","Lain-lain"
"767","Lain-lain"
"768","Lain-lain"
"769","Lain-lain"
"770","Lain-lain"
"771","Makanan"
"772","Lain-lain"
"773","Lain-lain"
"774","Lain-lain"
"775","Makanan"
"776","Pakaian"
"777","Makanan"
"778","Makanan"
"779","Pakaian"
"780","Pakaian"
"781","Makanan"
"782","Makanan"
"783","Pakaian"
"784","Pakaian"
"785","Pakaian"
"786","Makanan"
"787","Makanan"
"788","Makanan"
"789","Pakaian"
"790","Makanan"
"791","Makanan Kering"
"792","Makanan"
"793","Makanan Kering"
"794","Lain-lain"
"795","Makanan"
"796","Makanan"
"797","Bahan Mentah"
"798","Lain-lain"
"799","Pakaian"
"800","Makanan"
"801","Lain-lain"
"802","Makanan"
"803","Makanan"
"804","Makanan"
"805","Makanan"
"806","Makanan"
"807","Makanan"
"808","Lain-lain"
"809","Makanan"
"810","Makanan"
"811","Makanan"
"812","Makanan"
"813","Makanan"
"814","Makanan"
"815","Makanan"
"816","Makanan Kering"
"817","Makanan"
"818","Makanan"
"819","Lain-lain"
"820","Makanan"
"821","Bahan Mentah"
"822","Makanan"
"823","Makanan"
"824","Pakaian"
"825","Bahan Mentah"
"826","Lain-lain"
"827","Lain-lain"
"828","Makanan"
"829","Makanan"
"830","Lain-lain"
"831","Makanan"
"832","Makanan"
"833","Lain-lain"
"834","Lain-lain"
"835","Lain-lain"
"836","Makanan"
"837","Makanan"
"838","Makanan Kering"
"840","Lain-lain"
"841","Lain-lain"
"842","Makanan"
"843","Lain-lain"
"844","Makanan"
"846","Lain-lain"
"847","Lain-lain"
"848","Makanan"
"849","Lain-lain"
"850","Lain-lain"
"851","Bahan Mentah"
"852","Lain-lain"
"853","Pakaian"
"854","Makanan"
"855","Lain-lain"
"856","Bahan Mentah"
"857","Lain-lain"
"858","Lain-lain"
"859","Lain-lain"
"860","Makanan"
"861","Lain-lain"
"862","Makanan"
"863","Makanan"
"864","Makanan"
"865","Makanan"
"866","Lain-lain"
"867","Makanan"
"868","Makanan"
"869","Makanan"
"870","Makanan"
"871","Makanan"
"872","Makanan"
"873","Lain-lain"
"874","Makanan"
"875","Makanan"
"876","Makanan"
"877","Makanan"
"878","Makanan"
"879","Makanan Kering"
"880","Makanan"
"881","Makanan"
"882","Makanan Kering"
"883","Makanan"
"884","Pakaian"
"885","Makanan Kering"
"886","Makanan"
"887","Pakaian"
"888","Lain-lain"
"889","Lain-lain"
"890","Lain-lain"
"891","Makanan Kering"
"892","Makanan"
"893","Makanan"
"894","Makanan"
"895","Lain-lain"
"896","Makanan"
"897","Makanan Kering"
"898","Lain-lain"
"899","Lain-lain"
"900","Lain-lain"
"901","Makanan"
"902","Lain-lain"
"903","Lain-lain"
"904","Makanan"
"905","Lain-lain"
"906","Lain-lain"
"907","Makanan"
"908","Lain-lain"
"909","Lain-lain"
"910","Makanan"
"911","Lain-lain"
"912","Lain-lain"
"913","Lain-lain"
"914","Lain-lain"
"915","Lain-lain"
"916","Makanan"
"917","Lain-lain"
"918","Makanan"
"919","Bahan Mentah"
"921","Makanan"
"922","Makanan"
"923","Makanan"
"924","Lain-lain"
"925","Makanan"
"926","Makanan"
"927","Lain-lain"
"928","Makanan Kering"
"929","Makanan"
"930","Lain-lain"
"931","Lain-lain"
"932","Makanan"
"933","Makanan"
"934","Lain-lain"
"935","Makanan"
"936","Lain-lain"
"937","Lain-lain"
"938","Lain-lain"
"939","Lain-lain"
"940","Lain-lain"
"941","Makanan"
"942","Lain-lain"
"943","Makanan Kering"
"944","Makanan"
"945","Makanan Kering"
"946","Makanan"
"947","Lain-lain"
"948","Makanan"
"949","Makanan"
"950","Makanan"
"951","Makanan"
"952","Lain-lain"
"953","Lain-lain"
"954","Lain-lain"
"955","Makanan"
"956","Makanan Kering"
"957","Lain-lain"
"958","Lain-lain"
"959","Pakaian"
"960","Makanan"
"961","Lain-lain"
"962","Makanan Kering"
"963","Lain-lain"
"964","Makanan"
"965","Makanan"
"966","Pakaian"
"967","Makanan"
"969","Lain-lain"
"970","Lain-lain"
"971","Makanan"
"972","Makanan"
"973","Pakaian"
"974","Makanan"
"975","Makanan"
"976","Makanan"
"977","Makanan"
"978","Makanan"
"979","Makanan"
"980","Makanan"
"981","Makanan"
"982","Makanan"
"983","Makanan"
"984","Makanan"
"985","Makanan"
"986","Lain-lain"
"987","Pakaian"
"988","Makanan"
"989","Makanan"
"990","Makanan"
"991","Lain-lain"
"992","Lain-lain"
"993","Lain-lain"
"994","Makanan"
"995","Makanan"
"996","Lain-lain"
"997","Makanan"
"998","Makanan"
"999","Makanan"
"1000","Lain-lain"
"1001","Makanan"
"1002","Lain-lain"
"1003","Makanan"
"1004","Pakaian"
"1005","Makanan"
"1006","Lain-lain"
"1007","Pakaian"
"1008","Makanan"
"1009","Lain-lain"
"1010","Pakaian"
"1011","Makanan"
"1012","Lain-lain"
"1013","Pakaian"
"1014","Lain-lain"
"1015","Lain-lain"
"1016","Pakaian"
"1017","Lain-lain"
"1018","Makanan"
"1019","Lain-lain"
"1020","Pakaian"
"1021","Lain-lain"
"1022","Lain-lain"
"1023","Makanan"
"1024","Pakaian"
"1025","Makanan"
"1026","Makanan"
"1027","Lain-lain"
"1028","Makanan"
"1029","Makanan"
"1030","Makanan"
"1031","Makanan"
"1032","Makanan"
"1033","Makanan"
"1034","Makanan"
"1035","Makanan Kering"
"1036","Makanan"
"1037","Makanan"
"1038","Makanan"
"1039","Lain-lain"
"1040","Lain-lain"
"1041","Makanan"
"1042","Makanan Kering"
"1043","Lain-lain"
"1044","Makanan"
"1046","Lain-lain"
"1047","Lain-lain"
"1048","Lain-lain"
"1049","Makanan"
"1050","Lain-lain"
"1051","Makanan Kering"
"1052","Pakaian"
"1053","Makanan Kering"
"1054","Makanan"
"1055","Makanan"
"1056","Lain-lain"
"1057","Makanan Kering"
"1058","Makanan"
"1059","Makanan"
"1060","Makanan"
"1061","Makanan"
"1062","Makanan"
"1063","Pakaian"
"1064","Lain-lain"
"1065","Lain-lain"
"1066","Bahan Mentah"
"1067","Lain-lain"
"1068","Lain-lain"
"1069","Lain-lain"
"1070","Lain-lain"
"1071","Lain-lain"
"1072","Lain-lain"
"1073","Makanan"
"1074","Makanan"
"1075","Makanan"
"1076","Makanan"
"1077","Makanan"
"1078","Makanan"
"1079","Makanan"
"1080","Makanan"
"1081","Makanan"
"1082","Makanan"
"1083","Makanan"
"1084","Makanan"
"1085","Makanan"
"1086","Pakaian"
"1087","Makanan"
"1088","Makanan"
"1089","Pakaian"
"1090","Makanan Kering"
"1092","Makanan"
"1093","Makanan"
"1094","Pakaian"
"1095","Pakaian"
"1096","Makanan Kering"
"1097","Lain-lain"
"1098","Makanan Kering"
"1099","Makanan Kering"
"1100","Makanan"
"1101","Makanan"
"1102","Makanan"
"1103","Makanan"
"1104","Makanan"
"1105","Makanan"
"1106","Makanan"
"1107","Makanan"
"1108","Makanan"
"1109","Lain-lain"
"1110","Lain-lain"
"1111","Lain-lain"
"1112","Lain-lain"
"1113","Lain-lain"
"1114","Lain-lain"
"1115","Makanan Kering"
"1116","Makanan"
"1117","Makanan"
"1118","Makanan"
"1119","Makanan"
"1120","Makanan"
"1121","Makanan"
"1122","Makanan"
"1123","Makanan"
"1124","Makanan"
"1125","Makanan"
"1126","Lain-lain"
"1127","Lain-lain"
"1128","Lain-lain"
"1129","Lain-lain"
"1130","Makanan"
"1131","Makanan"
"1132","Makanan"
"1133","Makanan"
"1134","Makanan"
"1135","Lain-lain"
"1136","Pakaian"
"1137","Makanan Kering"
"1138","Makanan"
"1139","Lain-lain"
"1140","Pakaian"
"1141","Lain-lain"
"1142","Pakaian"
"1143","Pakaian"
"1144","Pakaian"
"1145","Pakaian"
"1146","Perkhidmatan"
"1147","Makanan"
"1148","Makanan"
"1149","Lain-lain"
"1150","Makanan"
"1151","Pakaian"
"1152","Lain-lain"
"1153","Makanan"
"1154","Lain-lain"
"1155","Lain-lain"
"1156","Makanan Kering"
"1157","Lain-lain"
"1158","Lain-lain"
"1159","Bahan Mentah"
"1160","Lain-lain"
"1161","Makanan"
"1162","Lain-lain"
"1163","Makanan"
"1164","Bahan Mentah"
"1165","Lain-lain"
"1166","Makanan"
"1167","Pakaian"
"1168","Lain-lain"
"1169","Lain-lain"
"1170","Makanan"
"1171","Lain-lain"
"1172","Makanan Kering"
"1173","Makanan"
"1174","Makanan"
"1175","Makanan"
"1176","Makanan"
"1177","Makanan"
"1178","Makanan Kering"
"1179","Makanan"
"1180","Makanan Kering"
"1181","Lain-lain"
"1182","Makanan Kering"
"1183","Makanan"
"1184","Makanan Kering"
"1185","Lain-lain"
"1186","Makanan"
"1187","Bahan Mentah"
"1188","Lain-lain"
"1189","Makanan"
"1190","Lain-lain"
"1191","Lain-lain"
"1192","Lain-lain"
"1193","Makanan"
"1194","Makanan"
"1195","Lain-lain"
"1196","Makanan"
"1197","Makanan"
"1198","Makanan"
"1199","Lain-lain"
"1200","Lain-lain"
"1201","Makanan"
"1202","Makanan"
"1203","Lain-lain"
"1204","Makanan"
"1205","Makanan"
"1206","Makanan"
"1207","Pakaian"
"1208","Makanan"
"1209","Makanan"
"1210","Makanan"
"1211","Makanan"
"1212","Lain-lain"
"1213","Makanan"
"1214","Makanan"
"1215","Makanan"
"1216","Makanan"
"1217","Makanan"
"1218","Lain-lain"
"1219","Makanan"
"1220","Makanan"
"1221","Makanan"
"1222","Makanan"
"1223","Lain-lain"
"1224","Lain-lain"
"1225","Lain-lain"
"1226","Lain-lain"
"1227","Makanan"
"1228","Pakaian"
"1229","Makanan"
"1230","Makanan"
"1231","Lain-lain"
"1232","Lain-lain"
"1233","Lain-lain"
"1234","Lain-lain"
"1235","Lain-lain"
"1236","Makanan"
"1237","Makanan"
"1238","Pakaian"
"1239","Makanan"
"1240","Lain-lain"
"1241","Makanan"
"1242","Makanan"
"1243","Makanan"
"1244","Pakaian"
"1245","Lain-lain"
"1246","Makanan"
"1247","Makanan"
"1248","Makanan"
"1249","Makanan"
"1250","Makanan"
"1251","Makanan Kering"
"1252","Makanan Kering"
"1253","Lain-lain"
"1254","Makanan Kering"
"1255","Makanan Kering"
"1256","Makanan"
"1257","Makanan"
"1258","Lain-lain"
"1259","Lain-lain"
"1260","Makanan"
"1261","Makanan"
"1262","Makanan"
"1263","Makanan"
"1265","Makanan"
"1267","Makanan"
"1268","Pakaian"
"1269","Pakaian"
"1270","Makanan"
"1272","Lain-lain"
"1274","Makanan"
"1275","Pakaian"
"1276","Lain-lain"
"1277","Pakaian"
"1278","Bahan Mentah"
"1279","Bahan Mentah"
"1280","Pakaian"
"1281","Pakaian"
"1282","Bahan Mentah"
"1283","Bahan Mentah"
"1284","Bahan Mentah"
"1285","Pakaian"
"1286","Lain-lain"
"1287","Lain-lain"
"1288","Makanan"
"1289","Lain-lain"
"1290","Makanan"
"1291","Makanan"
"1292","Makanan"
"1293","Makanan Kering"
"1294","Makanan"
"1295","Makanan"
"1296","Makanan Kering"
"1297","Makanan"
"1298","Makanan"
"1299","Makanan Kering"
"1300","Makanan"
"1301","Makanan Kering"
"1302","Makanan"
"1303","Makanan Kering"
"1304","Makanan Kering"
"1305","Makanan Kering"
"1306","Makanan Kering"
"1307","Lain-lain"
"1308","Makanan Kering"
"1309","Makanan"
"1310","Lain-lain"
"1311","Lain-lain"
"1312","Makanan Kering"
"1313","Lain-lain"
"1314","Lain-lain"
"1315","Lain-lain"
"1316","Lain-lain"
"1317","Lain-lain"
"1318","Lain-lain"
"1319","Lain-lain"
"1320","Bahan Mentah"
"1321","Makanan"
"1322","Makanan"
"1323","Lain-lain"
"1324","Makanan Kering"
"1325","Makanan"
"1326","Pakaian"
"1327","Makanan Kering"
"1328","Makanan"
"1329","Lain-lain"
"1330","Makanan"
"1331","Makanan"
"1332","Makanan"
"1333","Bahan Mentah"
"1334","Makanan"
"1335","Makanan"
"1336","Makanan"
"1337","Makanan"
"1338","Makanan"
"1339","Lain-lain"
"1340","Makanan"
"1341","Lain-lain"
"1342","Makanan"
"1343","Lain-lain"
"1344","Lain-lain"
"1345","Lain-lain"
"1346","Makanan"
"1347","Makanan"
"1348","Makanan"
"1349","Makanan"
"1350","Makanan"
"1351","Makanan"
"1352","Makanan"
"1353","Makanan"
"1354","Lain-lain"
"1355","Makanan"
"1356","Makanan"
"1357","Lain-lain"
"1358","Lain-lain"
"1359","Lain-lain"
"1360","Lain-lain"
"1361","Lain-lain"
"1362","Lain-lain"
"1363","Makanan"
"1364","Makanan"
"1365","Lain-lain"
"1366","Makanan"
"1367","Lain-lain"
"1368","Lain-lain"
"1369","Lain-lain"
"1370","Lain-lain"
"1371","Lain-lain"
"1372","Pakaian"
"1373","Lain-lain"
"1374","Lain-lain"
"1375","Lain-lain"
"1376","Makanan"
"1377","Bahan Mentah"
"1378","Makanan Kering"
"1379","Pakaian"
"1380","Makanan Kering"
"1381","Makanan"
"1382","Bahan Mentah"
"1383","Lain-lain"
"1384","Pakaian"
"1385","Makanan"
"1386","Makanan"
"1387","Makanan"
"1388","Makanan"
"1389","Makanan"
"1390","Makanan"
"1391","Makanan"
"1392","Makanan"
"1393","Makanan"
"1394","Makanan"
"1395","Makanan"
"1396","Makanan"
"1397","Makanan"
"1398","Makanan"
"1399","Makanan"
"1400","Makanan"
"1401","Makanan"
"1402","Makanan"
"1403","Makanan"
"1404","Lain-lain"
"1405","Lain-lain"
"1406","Lain-lain"
"1407","Makanan"
"1408","Makanan"
"1409","Makanan"
"1410","Makanan"
"1411","Makanan"
"1412","Makanan"
"1413","Makanan"
"1414","Makanan"
"1415","Makanan"
"1416","Makanan"
"1417","Makanan"
"1418","Makanan"
"1419","Makanan"
"1420","Makanan"
"1421","Makanan"
"1422","Makanan"
"1423","Makanan"
"1424","Makanan"
"1425","Makanan"
