"id","order_status","order_list","total_price","order_paid","day","time"
"89","11","""{\""order\"":[{\""product_id\"":95,\""quantity\"":1,\""product_name\"":\""Brighthening Toner\"",\""unit\"":\""Unit\"",\""price\"":65,\""mode_delivery\"":\""2\"",\""merchant_id\"":66,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/66-1602756914588.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T103613Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=97a4357e7f4206c109694163ee611c096b7cf68f405c912f8aa19d4d2d9dfe25\"",\""photo\"":\""66-1602756914588.png\"",\""product_category_id\"":5}]}""","65.00","1","Thu","18:37:24"
"90","10","""{\""order\"":[{\""product_id\"":134,\""quantity\"":1,\""product_name\"":\""Ayam Penyet\"",\""unit\"":\""Pek\"",\""price\"":8,\""mode_delivery\"":\""2\"",\""merchant_id\"":106,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/106-1602759339712.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T105839Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=f1a798b19ad9bc7aeeede0cc493df53f2057a0fc8e3ab2118f40473ba13e5bb3\"",\""photo\"":\""106-1602759339712.png\"",\""product_category_id\"":1}]}""","8.00","0","Thu","18:59:16"
"91","4","""{\""order\"":[{\""product_id\"":116,\""quantity\"":0,\""product_name\"":\""Home Testing for Covid 19\"",\""unit\"":\""Unit\"",\""price\"":0,\""mode_delivery\"":\""1\"",\""merchant_id\"":98,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/98-1602758392463.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T113254Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=a4d12c0164e5d71b1d1aa94700590b20580c26d1851b0758ebcf3ba0c2592a28\"",\""photo\"":\""98-1602758392463.png\"",\""product_category_id\"":5}]}""","0.00","0","Thu","19:33:13"
"92","4","""{\""order\"":[{\""product_id\"":96,\""quantity\"":1,\""product_name\"":\""Penapis Air Coway KECIL\"",\""unit\"":\""Unit\"",\""price\"":77,\""mode_delivery\"":\""1\"",\""merchant_id\"":78,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/78-1602757498902.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T113550Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=28b8ab682133fbd25c895583f119393c2d97bd47d4771ed7af71e8b2a0fbe4dd\"",\""photo\"":\""78-1602757498902.png\"",\""product_category_id\"":5}]}""","77.00","0","Thu","19:37:49"
"93","4","""{\""order\"":[{\""product_id\"":113,\""quantity\"":1,\""product_name\"":\""D'LO FRAGRANZA\"",\""unit\"":\""Unit\"",\""price\"":45,\""mode_delivery\"":\""2\"",\""merchant_id\"":73,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/73-1602758988523.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T113732Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c63c188472deefbbf318e17244b0f992fd3d0c45252cc38c11b51914688ac00a\"",\""photo\"":\""73-1602758988523.png\"",\""product_category_id\"":5}]}""","45.00","0","Thu","19:38:18"
"94","11","""{\""order\"":[{\""product_id\"":78,\""quantity\"":1,\""product_name\"":\""Jumbo Chilled Bottle Americano\"",\""unit\"":\""Unit\"",\""price\"":25,\""mode_delivery\"":\""2\"",\""merchant_id\"":63,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/63-1602755013832.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T121732Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=c3d69b4b53efc49e3210ed26993adce56b74f5151dbc7645165e0c6fd0e8b085\"",\""photo\"":\""63-1602755013832.png\"",\""product_category_id\"":1}]}""","25.00","1","Thu","20:18:53"
"95","11","""{\""order\"":[{\""product_id\"":200,\""quantity\"":2,\""product_name\"":\""Lemonib 1000ml Sugar Free\"",\""unit\"":\""Unit\"",\""price\"":20,\""mode_delivery\"":\""1\"",\""merchant_id\"":124,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/124-1602764250201.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T123552Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=7e905f107ecccb39ad4e679f30e85bb0e97b4c84fc50f15664a9e9cf686d18b1\"",\""photo\"":\""124-1602764250201.png\"",\""product_category_id\"":5}]}""","20.00","1","Thu","20:36:43"
"96","8","""{\""order\"":[{\""product_id\"":113,\""quantity\"":1,\""product_name\"":\""D'LO FRAGRANZA\"",\""unit\"":\""Unit\"",\""price\"":45,\""mode_delivery\"":\""2\"",\""merchant_id\"":73,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/73-1602758988523.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T130539Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=62b5944ec2475ce0bbc09aea8016edb873192a88bd0fc2538349f2f9af6d429a\"",\""photo\"":\""73-1602758988523.png\"",\""product_category_id\"":5}]}""","45.00","0","Thu","21:06:51"
"97","4","""{\""order\"":[{\""product_id\"":113,\""quantity\"":1,\""product_name\"":\""D'LO FRAGRANZA\"",\""unit\"":\""Unit\"",\""price\"":45,\""mode_delivery\"":\""1\"",\""merchant_id\"":73,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/73-1602758988523.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T130834Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=592ee7ed4acfc24ccabe156b18a80955a08e67795bf8253819f7bf73679adbe7\"",\""photo\"":\""73-1602758988523.png\"",\""product_category_id\"":5}]}""","45.00","0","Thu","21:09:42"
"98","11","""{\""order\"":[{\""product_id\"":238,\""quantity\"":1,\""product_name\"":\""Unicorn Cheese Tart (Mini Box)\"",\""unit\"":\""Pek\"",\""price\"":20,\""mode_delivery\"":\""2\"",\""merchant_id\"":161,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/161-1602766243692.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T133219Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=09be229c25859a6d05868b1c2b62f78244236f1bc9effc80a37fd8493b0bdd65\"",\""photo\"":\""161-1602766243692.png\"",\""product_category_id\"":1}]}""","20.00","1","Thu","21:32:58"
"99","8","""{\""order\"":[{\""product_id\"":159,\""quantity\"":1,\""product_name\"":\""Popia otak²\"",\""unit\"":\""Pek\"",\""price\"":20,\""mode_delivery\"":\""1\"",\""merchant_id\"":121,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/121-1602761890370.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T133711Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=a0fd46572f4e063d12336c8deef7ba2aab9c0603e1155c5ff3a8b64502a050fe\"",\""photo\"":\""121-1602761890370.png\"",\""product_category_id\"":1},{\""product_id\"":160,\""quantity\"":1,\""product_name\"":\""Popia Satar\"",\""unit\"":\""Pek\"",\""price\"":20,\""mode_delivery\"":\""1\"",\""merchant_id\"":121,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/121-1602762053046.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T133747Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=f3e1cc8b69e36b1c075c0f4ec492824462c89d9554994863997c3ea1be01de55\"",\""photo\"":\""121-1602762053046.png\"",\""product_category_id\"":1}]}""","40.00","0","Thu","21:38:22"
"100","11","""{\""order\"":[{\""product_id\"":104,\""quantity\"":1,\""product_name\"":\""Arbex Battery NS40ZL\"",\""unit\"":\""Unit\"",\""price\"":160,\""mode_delivery\"":\""1\"",\""merchant_id\"":37,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/37-1602757517520.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T134515Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=23951b530b3cb75f3d7abece20574df25a84e4b1a33148f95fe3362bb76ff2fa\"",\""photo\"":\""37-1602757517520.png\"",\""product_category_id\"":5}]}""","160.00","1","Thu","21:46:36"
"101","3","""{\""order\"":[{\""product_id\"":367,\""quantity\"":5,\""product_name\"":\""Berries OO\"",\""unit\"":\""Unit\"",\""price\"":30,\""mode_delivery\"":\""1\"",\""merchant_id\"":237,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/237-1602776353496.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T162137Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=4d1303c58c4cabc7882699c02c364794c70d7dcbae20639d163b58a800114b67\"",\""photo\"":\""237-1602776353496.png\"",\""product_category_id\"":1}]}""","30.00","0","Fri","00:22:18"
"102","11","""{\""order\"":[{\""product_id\"":368,\""quantity\"":5,\""product_name\"":\""Walnuts OO\"",\""unit\"":\""Unit\"",\""price\"":30,\""mode_delivery\"":\""1\"",\""merchant_id\"":237,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/237-1602776653697.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T162910Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=7a65ca1ce9a421322f7f733c479072e281cab87d64593935ad341a3cbb48478a\"",\""photo\"":\""237-1602776653697.png\"",\""product_category_id\"":1}]}""","30.00","1","Fri","00:29:56"
"103","11","""{\""order\"":[{\""product_id\"":399,\""quantity\"":1,\""product_name\"":\""Mineral Trace\"",\""unit\"":\""Unit\"",\""price\"":60,\""mode_delivery\"":\""2\"",\""merchant_id\"":262,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/262-1602780628809.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T171827Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=41300ee2cd8629cf938680ed178f0ae88ce69f3703da27913a1de6965b08ac3d\"",\""photo\"":\""262-1602780628809.png\"",\""product_category_id\"":5}]}""","60.00","1","Fri","01:19:30"
"104","8","""{\""order\"":[{\""product_id\"":120,\""quantity\"":1,\""product_name\"":\""Fish Dum Briyani - Order 1 Day In Advance\"",\""unit\"":\""Pek\"",\""price\"":12.9,\""mode_delivery\"":\""1\"",\""merchant_id\"":94,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/94-1602758980904.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T175925Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=74d7cac5dc941d8db9f0799046ac75381f3a06af6b69662c623ad1d76469f6e3\"",\""photo\"":\""94-1602758980904.png\"",\""product_category_id\"":1}]}""","12.90","0","Fri","02:00:42"
"105","4","""{\""order\"":[{\""product_id\"":423,\""quantity\"":1,\""product_name\"":\""Tumblr\"",\""unit\"":\""Unit\"",\""price\"":15,\""mode_delivery\"":\""1\"",\""merchant_id\"":277,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/277-1602787072010.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T184800Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=3277ad5a40fe99214b197ec5d7014e1eefeb0c4beea07ad482f5e91a7e7af1ad\"",\""photo\"":\""277-1602787072010.png\"",\""product_category_id\"":5}]}""","15.00","0","Fri","02:48:51"
"106","3","""{\""order\"":[{\""product_id\"":252,\""quantity\"":1,\""product_name\"":\""Creampuff (Mini Box)\"",\""unit\"":\""Pek\"",\""price\"":12,\""mode_delivery\"":\""1\"",\""merchant_id\"":161,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/161-1602766977830.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201015%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201015T225407Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=0f38b017dbe6b5d0bdae9423c9daff6aea45d15df7a2f58169ee18b0d86b9b31\"",\""photo\"":\""161-1602766977830.png\"",\""product_category_id\"":1}]}""","12.00","0","Fri","06:55:13"
"107","8","""{\""order\"":[{\""product_id\"":306,\""quantity\"":1,\""product_name\"":\""Set Shampoo hair loss/ dandruff Set\"",\""unit\"":\""Pek\"",\""price\"":98,\""mode_delivery\"":\""2\"",\""merchant_id\"":198,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/198-1602770597649.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201016%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201016T001115Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=4e1b65e78eddb92bf500d536cd4e0a1d78711d4be4ed9d68a8c2b98a98e18013\"",\""photo\"":\""198-1602770597649.png\"",\""product_category_id\"":5}]}""","98.00","0","Fri","08:11:47"
"109","8","""{\""order\"":[{\""product_id\"":442,\""quantity\"":1,\""product_name\"":\""Brownies\"",\""unit\"":\""Unit\"",\""price\"":22,\""mode_delivery\"":\""2\"",\""merchant_id\"":293,\""productImg\"":\""https://prod-emeniaga.s3.ap-southeast-1.amazonaws.com/product_photo/293-1602805715466.png?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAYIKU5V3ERKVOQKOL%2F20201016%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Date=20201016T011445Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Signature=371dd3a7b88f42bea37cbb9e38f20dd4b581a3ae2d024f8c4cf345e9f6c8d7e9\"",\""photo\"":\""293-1602805715466.png\"",\""product_category_id\"":1}]}""","22.00","0","Fri","09:18:28"
